,IoU,F1,Precision,Recall,TP,TN,FP,FN,Fold,Img_id,Name
70,0.2019169779406582,0.3359915562331418,0.4985968805064282,0.2533632534848501,22920,541848,23049,67543,7,70,pspnet_vgg19
71,0.1565866893821084,0.2707738050586815,0.5439327104852187,0.1802524060286907,19853,528574,16646,90287,7,71,pspnet_vgg19
72,0.3370520675012927,0.5041719401865654,0.5109015770473114,0.4976172850929953,21511,591539,20593,21717,7,72,pspnet_vgg19
73,0.3046717976371391,0.4670474186518374,0.5587521352153196,0.4012006971790072,12430,614562,9816,18552,7,73,pspnet_vgg19
74,0.1396235926735002,0.2450345773308365,0.5918091168091169,0.1545026869224046,8309,595850,5731,45470,7,74,pspnet_vgg19
75,0.2465033871808233,0.3955117807394525,0.5429752066115703,0.3110386365429631,23652,559410,19908,52390,7,75,pspnet_vgg19
76,0.1837168699213673,0.3104067781572994,0.5346092138436855,0.2186923774103822,13995,579183,12183,49999,7,76,pspnet_vgg19
77,0.3474552840341138,0.5157206894374644,0.5597482840142075,0.4781141168092557,49011,514303,38548,53498,7,77,pspnet_vgg19
78,0.3756428493270599,0.5461342666242444,0.5626024254342838,0.5306027820710973,41196,545692,32028,36444,7,78,pspnet_vgg19
79,0.2902472134235873,0.4499094598366698,0.5396541954980169,0.3857577691590161,31430,547073,26811,50046,7,79,pspnet_vgg19
80,0.2622378497422293,0.4155125752183439,0.5063300314085528,0.3523191500092463,20957,575444,20433,38526,8,80,pspnet_vgg19
81,0.4326305815468435,0.6039666989095298,0.5553241303819022,0.6619488592087857,36527,570930,29249,18654,8,81,pspnet_vgg19
82,0.3183504429306981,0.4829526847550547,0.5186526337727296,0.4518508431492703,19909,592822,18477,24152,8,82,pspnet_vgg19
83,0.2572501180670621,0.409226635766902,0.4683132969034608,0.3633793898826349,32138,530431,36487,56304,8,83,pspnet_vgg19
